team1,team2,result1,result2,date_of_match,reference
premghouls,1WIN,5,16,2022-08-27,/matches/2358130/premghouls-vs-1win-iem-road-to-rio-2022-europe-open-qualifier-4
Benched Heroes,yologang420,16,6,2022-08-27,/matches/2358125/benched-heroes-vs-yologang420-iem-road-to-rio-2022-europe-open-qualifier-4
EC Brugge,P2N,10,16,2022-08-27,/matches/2358121/ec-brugge-vs-p2n-iem-road-to-rio-2022-europe-open-qualifier-4
SAW,Infinite,16,5,2022-08-27,/matches/2358131/saw-vs-infinite-iem-road-to-rio-2022-europe-open-qualifier-4
Sashi,Union88,16,3,2022-08-27,/matches/2358134/sashi-vs-union88-iem-road-to-rio-2022-europe-open-qualifier-4
Lynn Vision,Rare Atom,2,0,2022-08-27,/matches/2358223/lynn-vision-vs-rare-atom-iem-road-to-rio-2022-china-closed-qualifier
TheMongolz,ARAVT,1,2,2022-08-27,/matches/2358206/themongolz-vs-aravt-iem-road-to-rio-2022-asia-closed-qualifier
Heroic,Liquid,0,2,2022-08-27,/matches/2357666/heroic-vs-liquid-blast-premier-fall-groups-2022
ARCTIC,9z,0,2,2022-08-27,/matches/2358257/arctic-vs-9z-cct-south-america-series-1
SKADE,Aurora,0,2,2022-08-27,/matches/2358250/skade-vs-aurora-cct-central-europe-series-1
IHC,NKT,2,0,2022-08-27,/matches/2358205/ihc-vs-nkt-iem-road-to-rio-2022-asia-closed-qualifier
NASR,Triple 6,2,0,2022-08-27,/matches/2358216/nasr-vs-triple-6-iem-road-to-rio-2022-middle-east-closed-qualifier
Fluxo,00NATION,1,0,2022-08-27,/matches/2358260/fluxo-vs-00nation-cct-south-america-series-1
Rare Atom,Wings Up,2,1,2022-08-27,/matches/2358221/rare-atom-vs-wings-up-iem-road-to-rio-2022-china-closed-qualifier
ODDIK,WINDINGO,2,1,2022-08-27,/matches/2358243/oddik-vs-windingo-cct-south-america-series-1
Illuminar,MASONIC,2,0,2022-08-27,/matches/2358249/illuminar-vs-masonic-cct-central-europe-series-1
Astralis,OG,0,2,2022-08-27,/matches/2357664/astralis-vs-og-blast-premier-fall-groups-2022
Throw Potential,Lilmix,0,2,2022-08-27,/matches/2358186/throw-potential-vs-lilmix-nordic-masters-fall-2022-sweden-closed-qualifier
DGG,ORDER,0,2,2022-08-27,/matches/2358211/dgg-vs-order-iem-road-to-rio-2022-oceania-closed-qualifier
Rooster,Encore,0,2,2022-08-27,/matches/2358212/rooster-vs-encore-iem-road-to-rio-2022-oceania-closed-qualifier
ARAVT,NKT,1,2,2022-08-27,/matches/2358204/aravt-vs-nkt-iem-road-to-rio-2022-asia-closed-qualifier
Lynn Vision,TYLOO,2,0,2022-08-27,/matches/2358222/lynn-vision-vs-tyloo-iem-road-to-rio-2022-china-closed-qualifier
IHC,TheMongolz,2,0,2022-08-27,/matches/2358203/ihc-vs-themongolz-iem-road-to-rio-2022-asia-closed-qualifier
EC Kyiv,Beyond Possible,2,0,2022-08-27,/matches/2358248/ec-kyiv-vs-beyond-possible-cct-central-europe-series-1
ORDER,Encore,2,1,2022-08-27,/matches/2358209/order-vs-encore-iem-road-to-rio-2022-oceania-closed-qualifier
Rooster,DGG,1,2,2022-08-27,/matches/2358210/rooster-vs-dgg-iem-road-to-rio-2022-oceania-closed-qualifier
Electrify Steel,Infinity,1,2,2022-08-27,/matches/2358235/electrify-steel-vs-infinity-egl-premier-season-3
Isurus,B4,2,1,2022-08-27,/matches/2358116/isurus-vs-b4-iem-road-to-rio-2022-south-america-open-qualifier-3
ARCTIC,Corinthians,2,0,2022-08-27,/matches/2358115/arctic-vs-corinthians-iem-road-to-rio-2022-south-america-open-qualifier-3
Corinthians,WINDINGO,22,19,2022-08-27,/matches/2358111/corinthians-vs-windingo-iem-road-to-rio-2022-south-america-open-qualifier-3
Sharks,B4,8,16,2022-08-27,/matches/2358113/sharks-vs-b4-iem-road-to-rio-2022-south-america-open-qualifier-3
Isurus,ODDIK,19,17,2022-08-27,/matches/2358114/isurus-vs-oddik-iem-road-to-rio-2022-south-america-open-qualifier-3
Paquetá,ARCTIC,14,16,2022-08-27,/matches/2358112/paquet-vs-arctic-iem-road-to-rio-2022-south-america-open-qualifier-3
B4,Meta BR,22,20,2022-08-27,/matches/2358108/b4-vs-meta-br-iem-road-to-rio-2022-south-america-open-qualifier-3
WINDINGO,The Union,19,16,2022-08-27,/matches/2358104/windingo-vs-the-union-iem-road-to-rio-2022-south-america-open-qualifier-3
Case,Sharks,12,16,2022-08-27,/matches/2358107/case-vs-sharks-iem-road-to-rio-2022-south-america-open-qualifier-3
ARCTIC,Furious,16,8,2022-08-27,/matches/2358106/arctic-vs-furious-iem-road-to-rio-2022-south-america-open-qualifier-3
ODDIK,Fluxo,16,4,2022-08-27,/matches/2358109/oddik-vs-fluxo-iem-road-to-rio-2022-south-america-open-qualifier-3
Isurus,Stars Horizon,16,8,2022-08-27,/matches/2358110/isurus-vs-stars-horizon-iem-road-to-rio-2022-south-america-open-qualifier-3
Corinthians,Daotsu,16,9,2022-08-27,/matches/2358103/corinthians-vs-daotsu-iem-road-to-rio-2022-south-america-open-qualifier-3
Paquetá,Los Grandes,16,10,2022-08-27,/matches/2358105/paquet-vs-los-grandes-iem-road-to-rio-2022-south-america-open-qualifier-3
